Reporter Name,Reporter Code,Partner Name,Partner Code,Sector,Sector Code,2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Austria,AUT,"Gambia, The",GMB,Total Trade,GTT,516.0485,514.26749,512.48648,510.70547,508.92446,507.14346,..,..,..,..
Austria,AUT,Georgia,GEO,Agriculture,AB,255.29192,282.23736,261.36727,311.58646,281.97626,193.41463,255.69077,332.62054,303.60112,213.951
Austria,AUT,Georgia,GEO,Manufacturing,D,228.29606,212.44566,225.00245,214.73045,230.07824,207.43058,185.00394,201.49449,164.49529,150.98159
Austria,AUT,Georgia,GEO,Total Trade,GTT,220.63574,214.68965,212.27619,222.38289,224.38308,181.89199,190.58771,211.07929,172.89741,156.10434
Austria,AUT,Germany,DEU,Agriculture,AB,59.036908,60.118839,60.695683,58.747839,57.867159,58.857314,53.078412,52.551583,56.885162,54.578872
Austria,AUT,Germany,DEU,Manufacturing,D,33.6666,29.855084,28.000847,29.894747,29.238246,29.73193,30.14297,30.548869,28.406946,26.228005
Austria,AUT,Germany,DEU,Total Trade,GTT,34.272391,30.7162,29.021504,30.750156,30.091248,30.552627,30.764362,31.135101,29.202765,27.033158
Austria,AUT,Ghana,GHA,Agriculture,AB,1039.915,1065.4415,1090.9681,1116.4947,1142.0213,1058.0028,973.98427,889.96574,805.94721,721.92868
Austria,AUT,Ghana,GHA,Manufacturing,D,319.46448,318.62538,319.39581,320.16624,320.93667,321.28815,321.63962,321.9911,282.88915,272.83544
Austria,AUT,Ghana,GHA,Total Trade,GTT,381.22847,381.45095,303.84362,274.2642,347.10575,347.47777,347.84979,348.22181,308.98413,297.2963
Austria,AUT,Gibraltar,GIB,Agriculture,AB,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Gibraltar,GIB,Manufacturing,D,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Gibraltar,GIB,Total Trade,GTT,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Greece,GRC,Agriculture,AB,164.67711,162.00668,172.80914,174.99398,164.40851,155.98949,153.46201,148.21369,155.86585,153.96166
Austria,AUT,Greece,GRC,Manufacturing,D,117.60418,110.33076,107.73154,112.80146,108.63559,109.27535,112.99463,111.951,107.25481,101.43458
Austria,AUT,Greece,GRC,Total Trade,GTT,119.97713,113.58879,111.70932,116.70613,112.23641,112.98609,116.72183,114.80917,110.85791,105.64788
Austria,AUT,Greenland,GRL,Agriculture,AB,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Greenland,GRL,Manufacturing,D,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Greenland,GRL,Total Trade,GTT,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Grenada,GRD,Agriculture,AB,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Grenada,GRD,Manufacturing,D,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Grenada,GRD,Total Trade,GTT,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Guam,GUM,Agriculture,AB,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Guam,GUM,Manufacturing,D,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Guam,GUM,Total Trade,GTT,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Guatemala,GTM,Agriculture,AB,537.9698,549.91546,568.91735,674.76729,780.61724,714.78482,648.9524,583.11998,830.32933,..
Austria,AUT,Guatemala,GTM,Manufacturing,D,313.3758,327.19436,301.18692,288.25353,300.41282,315.0938,322.51539,310.06794,318.28885,..
Austria,AUT,Guatemala,GTM,Total Trade,GTT,309.08357,290.89349,280.16312,292.08348,310.26555,295.64793,305.19047,306.59922,314.37651,..
Austria,AUT,Guinea,GIN,Agriculture,AB,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Guinea,GIN,Manufacturing,D,..,..,..,..,497.51642,..,..,..,..,..
Austria,AUT,Guinea,GIN,Total Trade,GTT,474.95318,490.17964,505.40611,520.63257,535.85903,..,..,..,..,..
Austria,AUT,Guinea-Bissau,GNB,Agriculture,AB,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Guinea-Bissau,GNB,Manufacturing,D,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Guinea-Bissau,GNB,Total Trade,GTT,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Guyana,GUY,Agriculture,AB,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Guyana,GUY,Manufacturing,D,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Guyana,GUY,Total Trade,GTT,551.46259,532.65452,528.05828,523.46204,518.86579,514.26955,515.17246,468.82816,477.80072,486.77327
Austria,AUT,Honduras,HND,Agriculture,AB,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Honduras,HND,Manufacturing,D,502.33941,416.12769,446.3607,315.59546,318.86883,322.14219,328.14609,280.08172,338.17328,..
Austria,AUT,Honduras,HND,Total Trade,GTT,355.83399,426.69826,293.37855,324.3139,328.20532,332.09674,337.19148,288.23353,347.73405,..
Austria,AUT,"Hong Kong SAR, China",HKG,Agriculture,AB,368.97138,368.88034,368.7893,368.69826,368.60722,368.51618,368.42514,368.33411,..,..
Austria,AUT,"Hong Kong SAR, China",HKG,Manufacturing,D,137.43314,144.28171,144.54319,138.4065,133.99422,126.91449,119.83475,..,..,..
Austria,AUT,"Hong Kong SAR, China",HKG,Total Trade,GTT,139.90935,146.31137,146.81878,141.29577,137.0629,132.45014,127.83737,..,..,..
Austria,AUT,Hungary,HUN,Agriculture,AB,69.101212,67.693114,66.97802,64.029735,66.052224,65.898698,64.233915,63.983936,64.818151,66.124557
Austria,AUT,Hungary,HUN,Manufacturing,D,32.350542,..,..,..,..,..,..,..,..,..
Austria,AUT,Hungary,HUN,Total Trade,GTT,37.871784,..,..,..,..,..,..,..,..,..
Austria,AUT,Iceland,ISL,Agriculture,AB,310.98083,305.54549,302.77337,295.65462,305.19585,298.55419,307.30208,311.19451,..,..
Austria,AUT,Iceland,ISL,Manufacturing,D,170.65128,172.15913,152.10305,154.42374,168.00999,190.8926,194.13646,201.52286,..,..
Austria,AUT,Iceland,ISL,Total Trade,GTT,183.78262,186.14023,166.66079,173.20682,181.9269,202.33475,206.31964,210.01303,..,..
Austria,AUT,India,IND,Agriculture,AB,261.43651,350.14505,383.50282,381.75616,394.50696,357.29678,383.72055,369.91976,380.76412,424.03978
Austria,AUT,India,IND,Manufacturing,D,155.65043,137.02545,147.30304,154.23631,141.01419,144.58672,148.15386,145.55477,144.66236,137.19174
Austria,AUT,India,IND,Total Trade,GTT,161.85143,143.44872,153.93027,160.93769,152.73435,155.94257,158.18356,155.73103,154.94017,147.23701
Austria,AUT,Indonesia,IDN,Agriculture,AB,475.4043,533.83224,537.7895,565.79339,471.26254,436.16126,457.42776,438.50515,503.33339,511.90282
Austria,AUT,Indonesia,IDN,Manufacturing,D,206.88662,203.95657,192.27056,197.92549,191.24352,202.32195,210.64191,214.20616,213.08715,210.34336
Austria,AUT,Indonesia,IDN,Total Trade,GTT,213.96397,212.6727,201.00635,206.40288,199.51888,210.57685,219.04077,222.54577,222.23124,219.67198
Austria,AUT,"Iran, Islamic Rep.",IRN,Agriculture,AB,331.50111,339.13721,384.79962,343.30472,301.80982,393.78827,332.39842,271.00858,308.93301,..
Austria,AUT,"Iran, Islamic Rep.",IRN,Manufacturing,D,184.42776,188.0795,197.32051,204.35081,211.38111,206.35749,199.49735,192.63722,173.06065,..
Austria,AUT,"Iran, Islamic Rep.",IRN,Total Trade,GTT,188.11224,190.67641,197.69033,206.20419,214.71804,213.21819,206.84654,200.47489,182.05749,..
Austria,AUT,Iraq,IRQ,Agriculture,AB,798.47799,..,..,..,..,..,..,..,..,..
Austria,AUT,Iraq,IRQ,Manufacturing,D,295.94867,253.06807,201.50034,196.11029,..,..,..,..,..,..
Austria,AUT,Iraq,IRQ,Total Trade,GTT,327.59932,282.6592,220.90697,214.01307,..,..,..,..,..,..
Austria,AUT,Ireland,IRL,Agriculture,AB,254.98009,197.6894,207.61609,204.05963,246.57915,242.351,234.85895,232.07264,262.02237,273.16665
Austria,AUT,Ireland,IRL,Manufacturing,D,118.13384,110.4456,113.69863,101.45284,87.688607,110.6039,136.48313,138.46565,135.41695,131.57298
Austria,AUT,Ireland,IRL,Total Trade,GTT,119.43478,112.61752,116.3505,103.53624,89.716164,112.86446,137.83524,139.79893,137.11489,133.21075
Austria,AUT,Israel,ISR,Agriculture,AB,228.92566,278.80689,271.16455,292.30596,272.78412,284.84402,306.12732,293.8019,282.39863,295.79781
Austria,AUT,Israel,ISR,Manufacturing,D,141.61129,129.28916,119.67132,141.17163,142.37151,140.68751,143.57051,145.98133,145.62856,141.12271
Austria,AUT,Israel,ISR,Total Trade,GTT,143.46986,132.17571,123.26845,143.26693,144.60168,142.79438,145.72405,148.09973,147.79322,143.39048
Austria,AUT,Italy,ITA,Agriculture,AB,80.888238,77.629107,79.430079,77.851353,77.684621,76.454814,76.008346,75.004938,75.126309,75.507486
Austria,AUT,Italy,ITA,Manufacturing,D,63.298134,57.80115,54.99105,57.524947,56.290208,56.320069,57.824876,58.413084,55.671753,52.609238
Austria,AUT,Italy,ITA,Total Trade,GTT,64.209549,58.932483,56.442454,58.790921,57.664978,57.570594,58.932288,59.368091,56.819917,53.92359
Austria,AUT,Jamaica,JAM,Agriculture,AB,..,..,..,..,..,..,..,586.36894,..,..
Austria,AUT,Jamaica,JAM,Manufacturing,D,329.69235,311.00622,326.29535,322.92607,486.24009,409.21403,392.4241,556.04912,481.62145,..
Austria,AUT,Jamaica,JAM,Total Trade,GTT,343.12543,324.07976,340.39367,330.65213,502.36751,376.51802,377.05151,375.35407,503.39348,..
Austria,AUT,Japan,JPN,Agriculture,AB,386.71444,455.21856,399.54887,411.88091,449.36781,497.56741,462.60796,383.37341,401.25818,..
Austria,AUT,Japan,JPN,Manufacturing,D,149.00318,139.72988,132.73055,142.0141,137.37554,136.54026,138.32662,139.15356,133.72413,..
Austria,AUT,Japan,JPN,Total Trade,GTT,150.83009,141.91303,135.07418,144.09735,139.38638,138.45,140.07486,140.87458,135.63889,..
Austria,AUT,Jordan,JOR,Agriculture,AB,382.89009,379.30443,289.76606,360.24414,279.77706,379.83646,360.44509,346.25172,486.37165,364.97453
Austria,AUT,Jordan,JOR,Manufacturing,D,176.69688,180.4536,185.98487,200.7599,228.28466,227.34708,232.42142,242.27119,238.66536,245.10521
Austria,AUT,Jordan,JOR,Total Trade,GTT,180.35794,184.34758,188.5709,203.99115,229.40016,230.67187,236.03337,246.24495,243.85978,249.71105
Austria,AUT,Kazakhstan,KAZ,Agriculture,AB,602.55849,373.2623,319.54535,232.94975,287.72022,278.10751,290.89997,287.46746,268.52771,310.68222
Austria,AUT,Kazakhstan,KAZ,Manufacturing,D,200.63513,168.87888,179.44666,175.75268,151.04186,181.68495,183.94412,229.01756,210.44805,198.55201
Austria,AUT,Kazakhstan,KAZ,Total Trade,GTT,213.64054,181.3674,192.73335,184.3476,156.33791,187.11511,189.58584,232.25217,214.9769,203.90156
Austria,AUT,Kenya,KEN,Agriculture,AB,367.43411,332.47126,354.6945,376.91774,399.14098,421.36422,443.58746,465.8107,488.03394,454.56445
Austria,AUT,Kenya,KEN,Manufacturing,D,322.42232,286.69098,296.73262,306.77427,316.81591,325.56334,334.31077,343.0582,351.80563,324.14366
Austria,AUT,Kenya,KEN,Total Trade,GTT,250.85769,232.13561,247.25694,262.37826,277.49958,285.53076,293.56194,301.59311,309.62429,289.82422
Austria,AUT,Kiribati,KIR,Agriculture,AB,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Kiribati,KIR,Manufacturing,D,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Kiribati,KIR,Total Trade,GTT,..,..,..,..,..,..,..,..,..,..
Austria,AUT,"Korea, DPR",PRK,Agriculture,AB,..,..,..,..,..,..,..,..,..,..
Austria,AUT,"Korea, DPR",PRK,Manufacturing,D,..,..,..,..,..,..,..,..,..,..
Austria,AUT,"Korea, DPR",PRK,Total Trade,GTT,..,..,..,..,..,..,..,..,..,..
Austria,AUT,"Korea, Rep.",KOR,Agriculture,AB,554.72836,567.8244,539.48356,508.40271,487.9134,485.34592,531.9263,378.99866,426.2284,411.77177
Austria,AUT,"Korea, Rep.",KOR,Manufacturing,D,130.50402,120.76062,118.73205,121.61467,129.06993,122.22766,125.70062,127.38233,117.93559,113.72762
Austria,AUT,"Korea, Rep.",KOR,Total Trade,GTT,132.83551,123.3034,121.52618,124.12024,131.5248,124.56549,127.85788,129.40466,120.10349,115.96506
Austria,AUT,Kuwait,KWT,Agriculture,AB,523.622,536.58906,549.55611,562.52316,575.49022,588.45727,601.42432,614.39138,627.35843,..
Austria,AUT,Kuwait,KWT,Manufacturing,D,389.64749,276.81388,233.21632,235.32166,237.427,447.39304,419.26747,404.0415,369.17816,250.40705
Austria,AUT,Kuwait,KWT,Total Trade,GTT,391.17106,279.90747,236.28658,238.20348,240.12037,451.92177,423.13456,407.50059,371.89668,254.39894
Austria,AUT,Kyrgyz Republic,KGZ,Agriculture,AB,726.16072,731.19119,736.22167,741.25214,746.28262,544.30815,669.26603,..,..,..
Austria,AUT,Kyrgyz Republic,KGZ,Manufacturing,D,343.45667,391.62299,312.99068,308.42589,303.8611,378.50016,287.23466,316.46811,226.2927,379.71521
Austria,AUT,Kyrgyz Republic,KGZ,Total Trade,GTT,325.98494,429.64574,346.39609,333.23431,320.07254,398.62348,304.86748,333.07795,239.15579,398.16771
Austria,AUT,Lao PDR,LAO,Agriculture,AB,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Lao PDR,LAO,Manufacturing,D,250.1414,380.08671,210.62047,340.09398,254.7812,306.91912,247.52351,241.29406,201.0357,238.383
Austria,AUT,Lao PDR,LAO,Total Trade,GTT,275.7226,303.44783,235.61568,373.86782,289.91015,339.54586,277.1412,268.57123,226.75869,276.71251
Austria,AUT,Latvia,LVA,Agriculture,AB,249.24462,297.77721,303.58952,313.39658,288.94063,225.09793,194.36746,189.7827,242.76487,225.40175
Austria,AUT,Latvia,LVA,Manufacturing,D,88.91029,97.910997,106.9117,106.45864,94.774016,82.755888,74.173709,..,..,..
Austria,AUT,Latvia,LVA,Total Trade,GTT,101.86417,90.736765,113.31878,110.87987,102.29622,97.022653,92.547668,88.051136,82.389902,..
Austria,AUT,Lebanon,LBN,Agriculture,AB,421.82068,412.72147,409.8857,460.9594,490.30468,379.47386,360.1367,455.52508,492.84849,453.37097
Austria,AUT,Lebanon,LBN,Manufacturing,D,219.44249,213.22418,201.34071,186.82822,196.16357,191.52522,212.78246,216.12673,207.9281,204.36314
Austria,AUT,Lebanon,LBN,Total Trade,GTT,228.46945,222.15212,210.10148,194.87382,203.76211,198.6036,217.70567,219.14085,215.40966,209.73764
Austria,AUT,Lesotho,LSO,Agriculture,AB,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Lesotho,LSO,Manufacturing,D,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Lesotho,LSO,Total Trade,GTT,..,..,541.18596,..,..,..,..,..,..,..
Austria,AUT,Liberia,LBR,Agriculture,AB,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Liberia,LBR,Manufacturing,D,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Liberia,LBR,Total Trade,GTT,300.38928,366.78258,447.47528,384.19737,305.94724,423.38868,365.41063,257.73671,407.63224,348.92945
Austria,AUT,Libya,LBY,Agriculture,AB,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Libya,LBY,Manufacturing,D,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Libya,LBY,Total Trade,GTT,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Lithuania,LTU,Agriculture,AB,256.0656,193.71983,207.10839,172.40583,141.5734,154.76727,140.27838,147.00384,140.9642,145.8927
Austria,AUT,Lithuania,LTU,Manufacturing,D,161.20072,105.74429,94.738161,94.987582,94.775957,94.564331,94.352706,90.933168,53.784782,..
Austria,AUT,Lithuania,LTU,Total Trade,GTT,164.94038,109.68614,101.73305,100.36552,86.981297,73.597075,97.503854,95.123252,79.910911,..
Austria,AUT,Luxembourg,LUX,Agriculture,AB,197.74584,208.57274,219.39964,230.22654,209.82804,207.56602,221.20006,222.79888,256.66036,171.1387
Austria,AUT,Luxembourg,LUX,Manufacturing,D,107.94644,103.66833,94.524766,99.473167,98.118736,90.565425,100.01935,106.2127,100.62403,97.844907
Austria,AUT,Luxembourg,LUX,Total Trade,GTT,109.31915,104.69417,95.502889,101.3961,99.684318,92.787185,101.41565,107.4385,102.22024,99.195345
Austria,AUT,"Macao SAR, China",MAC,Agriculture,AB,..,..,..,..,..,..,..,..,..,..
Austria,AUT,"Macao SAR, China",MAC,Manufacturing,D,217.00775,234.0253,290.38145,251.76702,246.74911,241.7312,..,..,..,..
Austria,AUT,"Macao SAR, China",MAC,Total Trade,GTT,218.4102,236.07038,293.16218,253.92471,248.80687,243.68902,..,..,..,..
Austria,AUT,"Macedonia, FYR",MKD,Agriculture,AB,242.39038,235.1131,229.33034,230.59707,218.42144,197.74372,212.41765,214.22851,220.75007,209.04577
Austria,AUT,"Macedonia, FYR",MKD,Manufacturing,D,127.63564,89.182964,77.813247,48.161916,51.89282,55.623724,59.354628,63.085533,..,..
Austria,AUT,"Macedonia, FYR",MKD,Total Trade,GTT,137.67847,115.267,109.19715,103.70297,103.9023,102.73625,105.5108,107.61297,93.619287,57.852875
Austria,AUT,Madagascar,MDG,Agriculture,AB,..,..,..,..,..,..,..,..,..,1147.2862
Austria,AUT,Madagascar,MDG,Manufacturing,D,252.14551,272.64753,263.75035,275.71177,300.43138,312.76,371.4891,341.84885,349.79174,320.00693
Austria,AUT,Madagascar,MDG,Total Trade,GTT,284.34809,307.1481,297.92715,309.06341,337.83991,352.91683,418.08899,376.08754,387.09963,352.56709
Austria,AUT,Malawi,MWI,Agriculture,AB,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Malawi,MWI,Manufacturing,D,381.45907,438.89903,496.339,553.77897,611.21894,550.1741,429.28584,308.39758,322.19759,..
Austria,AUT,Malawi,MWI,Total Trade,GTT,411.65974,414.35147,495.73982,577.12818,658.51654,595.3198,464.77714,334.23449,348.85102,..
Austria,AUT,Malaysia,MYS,Agriculture,AB,368.83102,414.42864,456.39349,488.74498,602.83313,416.14889,441.63809,427.93415,611.3584,463.20255
Austria,AUT,Malaysia,MYS,Manufacturing,D,139.14668,136.81146,122.15795,137.21185,121.01416,115.38556,117.68866,122.28231,117.3818,105.96687
Austria,AUT,Malaysia,MYS,Total Trade,GTT,151.21883,152.44807,136.62127,148.81266,131.60329,125.48993,127.44119,133.13738,131.21314,122.81621
Austria,AUT,Maldives,MDV,Agriculture,AB,689.60736,677.4337,665.26004,653.08639,640.91273,596.50513,552.09753,507.68993,463.28233,418.87473
Austria,AUT,Maldives,MDV,Manufacturing,D,319.80523,294.88057,438.17134,423.60035,409.02935,394.45836,379.88736,365.31637,350.74537,336.17438
Austria,AUT,Maldives,MDV,Total Trade,GTT,355.07657,327.89703,480.17252,479.41163,478.65073,450.33618,422.02163,393.70708,365.39253,337.07798
Austria,AUT,Mali,MLI,Agriculture,AB,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Mali,MLI,Manufacturing,D,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Mali,MLI,Total Trade,GTT,287.15638,289.40439,291.65239,293.9004,283.57586,273.25133,262.9268,252.60226,242.27773,..
Austria,AUT,Malta,MLT,Agriculture,AB,339.65475,348.41618,357.17761,365.93904,374.70047,383.4619,392.22333,..,..,..
Austria,AUT,Malta,MLT,Manufacturing,D,143.20289,..,..,..,..,..,..,..,..,..
Austria,AUT,Malta,MLT,Total Trade,GTT,150.42225,..,..,..,..,..,..,..,..,..
Austria,AUT,Marshall Islands,MHL,Agriculture,AB,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Marshall Islands,MHL,Manufacturing,D,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Marshall Islands,MHL,Total Trade,GTT,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Mauritania,MRT,Agriculture,AB,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Mauritania,MRT,Manufacturing,D,..,..,..,..,..,..,..,437.2002,411.65175,..
Austria,AUT,Mauritania,MRT,Total Trade,GTT,..,..,..,..,..,..,..,505.9859,501.48847,..
Austria,AUT,Mauritius,MUS,Agriculture,AB,548.29934,882.29907,692.24929,502.1995,598.57363,694.94776,791.32188,803.70587,816.08986,828.47386
Austria,AUT,Mauritius,MUS,Manufacturing,D,183.86,184.36402,177.34968,187.09023,195.30794,187.70698,206.98784,242.08644,226.97893,224.02751
Austria,AUT,Mauritius,MUS,Total Trade,GTT,188.70063,189.17524,183.04103,192.51924,200.48801,192.58376,211.98687,247.76922,232.86842,229.77381
Austria,AUT,Mexico,MEX,Agriculture,AB,456.23269,501.70283,482.38859,468.75019,428.45988,659.63757,527.84009,484.75506,535.13428,..
Austria,AUT,Mexico,MEX,Manufacturing,D,191.2262,180.36629,175.09549,163.11467,157.53832,159.31722,162.36433,158.27436,158.79802,146.5665
Austria,AUT,Mexico,MEX,Total Trade,GTT,195.43488,184.72514,179.38768,167.13084,161.60358,163.42735,166.13656,162.16914,162.87828,151.00386
Austria,AUT,"Micronesia, Fed. Sts.",FSM,Agriculture,AB,..,..,..,..,..,..,..,..,..,..
Austria,AUT,"Micronesia, Fed. Sts.",FSM,Manufacturing,D,..,..,..,..,..,..,..,..,..,..
Austria,AUT,"Micronesia, Fed. Sts.",FSM,Total Trade,GTT,384.70132,387.63524,390.56916,486.66808,582.767,678.86593,774.96485,..,..,..
Austria,AUT,Moldova,MDA,Agriculture,AB,203.34643,181.39981,195.50542,179.40217,166.47883,151.60549,151.65872,143.44435,153.30825,154.42134
Austria,AUT,Moldova,MDA,Manufacturing,D,171.48042,169.61612,165.43949,144.38435,143.27276,143.27809,142.13482,140.02966,128.59893,127.88948
Austria,AUT,Moldova,MDA,Total Trade,GTT,172.22574,166.53488,166.76967,146.51441,144.79452,140.19373,139.12907,136.4955,130.03033,128.59588
Austria,AUT,Monaco,MCO,Agriculture,AB,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Monaco,MCO,Manufacturing,D,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Monaco,MCO,Total Trade,GTT,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Mongolia,MNG,Agriculture,AB,619.13616,626.97666,634.81715,642.65765,650.49814,658.33864,666.17913,622.81102,673.23365,..
Austria,AUT,Mongolia,MNG,Manufacturing,D,223.73253,225.23751,226.7425,228.24749,229.75248,243.25354,211.97795,246.12267,247.63669,231.07446
Austria,AUT,Mongolia,MNG,Total Trade,GTT,245.28248,245.64644,246.01039,246.37434,246.73829,261.01816,229.45545,268.02192,262.76566,244.7001
Austria,AUT,Montenegro,MNE,Agriculture,AB,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Montenegro,MNE,Manufacturing,D,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Montenegro,MNE,Total Trade,GTT,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Montserrat,MNT,Agriculture,AB,273.54564,242.44663,306.60808,265.57897,241.64996,240.69332,221.70761,240.60054,222.84259,257.4629
Austria,AUT,Montserrat,MNT,Manufacturing,D,144.32952,134.08524,136.27434,130.85004,139.50196,148.74515,146.67643,147.07,146.97853,139.45208
Austria,AUT,Montserrat,MNT,Total Trade,GTT,162.33412,149.17748,156.96172,152.95098,158.27673,169.2415,164.80181,166.22162,163.99292,157.38675
Austria,AUT,Morocco,MAR,Agriculture,AB,600.52142,305.57633,283.69156,285.33086,299.8352,279.60327,430.69769,412.39226,391.80788,390.53567
Austria,AUT,Morocco,MAR,Manufacturing,D,160.91544,157.93402,155.20918,154.32417,140.71671,136.51875,134.75167,134.50549,128.2235,124.48885
Austria,AUT,Morocco,MAR,Total Trade,GTT,169.83968,165.99413,163.50324,162.24679,148.86425,143.9881,143.30487,143.03324,137.3348,133.53861
Austria,AUT,Mozambique,MOZ,Agriculture,AB,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Mozambique,MOZ,Manufacturing,D,372.89395,381.64253,390.39111,399.13968,275.67918,395.01532,514.35145,449.09183,299.12797,479.32446
Austria,AUT,Mozambique,MOZ,Total Trade,GTT,400.80721,439.87538,478.94355,472.62263,317.29159,445.34476,573.39793,512.11611,378.67487,561.80803
Austria,AUT,Myanmar,MMR,Agriculture,AB,..,..,..,..,757.85469,722.11689,686.3791,762.17658,837.97406,..
Austria,AUT,Myanmar,MMR,Manufacturing,D,..,271.45346,263.09546,280.35113,283.61199,296.73164,269.80873,289.07944,293.92303,..
Austria,AUT,Myanmar,MMR,Total Trade,GTT,..,282.49369,273.481,289.93686,292.19632,304.07956,277.97876,293.84964,300.99884,248.10287
Austria,AUT,Namibia,NAM,Agriculture,AB,473.47461,441.93805,464.68404,443.90095,452.25016,567.72062,544.5486,501.54376,514.94282,892.58821
Austria,AUT,Namibia,NAM,Manufacturing,D,218.11453,222.94745,227.78038,232.6133,225.73935,218.86539,211.99144,274.58099,323.26393,382.86184
Austria,AUT,Namibia,NAM,Total Trade,GTT,213.10523,187.90431,196.32957,273.61019,231.09012,209.39434,242.5721,291.11261,334.671,378.07038
Austria,AUT,Nauru,NRU,Agriculture,AB,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Nauru,NRU,Manufacturing,D,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Nauru,NRU,Total Trade,GTT,..,..,..,..,..,..,245.54969,..,..,..
Austria,AUT,Nepal,NPL,Agriculture,AB,..,..,800.47622,791.6313,782.78638,773.94145,765.09653,823.8345,..,..
Austria,AUT,Nepal,NPL,Manufacturing,D,290.16205,251.6839,260.78798,265.84434,246.53592,232.65344,269.55153,242.24611,239.33397,..
Austria,AUT,Nepal,NPL,Total Trade,GTT,332.83812,295.25853,306.80129,308.89826,286.37072,270.36633,308.58057,281.35824,278.05163,..
Austria,AUT,Netherlands,NLD,Agriculture,AB,86.455226,69.036006,..,..,..,..,..,..,..,..
Austria,AUT,Netherlands,NLD,Manufacturing,D,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Netherlands,NLD,Total Trade,GTT,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Netherlands Antilles,ANT,Agriculture,AB,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Netherlands Antilles,ANT,Manufacturing,D,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Netherlands Antilles,ANT,Total Trade,GTT,..,..,..,..,..,..,..,..,..,..
Austria,AUT,New Caledonia,NCL,Agriculture,AB,..,..,..,..,..,..,..,..,..,..
Austria,AUT,New Caledonia,NCL,Manufacturing,D,206.15299,414.0213,423.59823,433.17516,454.63975,396.00336,..,..,..,..
Austria,AUT,New Caledonia,NCL,Total Trade,GTT,215.02105,421.72476,431.97804,442.23131,464.32946,404.33124,..,..,..,..
Austria,AUT,New Zealand,NZL,Agriculture,AB,594.25934,567.87253,489.6533,390.93537,594.71816,385.39748,456.60959,522.82975,..,..
Austria,AUT,New Zealand,NZL,Manufacturing,D,182.79241,185.52985,174.38408,187.3321,178.04846,173.93637,183.97751,182.48928,..,..
Austria,AUT,New Zealand,NZL,Total Trade,GTT,192.86057,197.75766,187.76701,197.52108,189.25863,181.46278,189.73609,189.70469,..,..
Austria,AUT,Nicaragua,NIC,Agriculture,AB,407.31121,406.26454,405.21786,404.17119,389.65418,375.13716,381.18769,387.23822,..,..
