Reporter Name,Reporter Code,Partner Name,Partner Code,Sector,Sector Code,2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Austria,AUT,Nicaragua,NIC,Manufacturing,D,554.7563,409.6873,435.23706,310.10686,347.31333,335.08322,334.42654,313.40473,271.32634,296.89844
Austria,AUT,Nicaragua,NIC,Total Trade,GTT,386.61842,379.06908,355.31504,296.01305,327.50182,325.86433,327.19225,291.99336,264.32384,305.36767
Austria,AUT,Niger,NER,Agriculture,AB,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Niger,NER,Manufacturing,D,556.50107,546.26611,536.03116,525.7962,515.56124,..,..,..,..,..
Austria,AUT,Niger,NER,Total Trade,GTT,630.46496,620.4651,610.46524,600.46539,590.46553,..,..,..,..,..
Austria,AUT,Nigeria,NGA,Agriculture,AB,683.2021,665.99297,617.40246,568.81195,685.21249,801.61303,918.01357,1034.4141,1150.8146,802.19116
Austria,AUT,Nigeria,NGA,Manufacturing,D,144.70873,218.42119,185.56767,223.62412,351.54326,165.73318,240.97201,316.21083,391.44966,466.68849
Austria,AUT,Nigeria,NGA,Total Trade,GTT,201.9637,251.79324,212.95431,247.03969,385.08851,182.29788,297.22991,412.16194,527.09397,487.51283
Austria,AUT,Niue,NIU,Agriculture,AB,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Niue,NIU,Manufacturing,D,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Niue,NIU,Total Trade,GTT,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Northern Mariana Islands,MNP,Agriculture,AB,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Northern Mariana Islands,MNP,Manufacturing,D,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Northern Mariana Islands,MNP,Total Trade,GTT,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Norway,NOR,Agriculture,AB,200.95884,205.55315,207.41246,190.99803,188.87142,199.138,205.07031,194.42979,202.00731,192.41889
Austria,AUT,Norway,NOR,Manufacturing,D,117.68601,108.0386,106.56206,108.91796,111.74934,110.00119,114.97456,116.84016,108.84909,103.83919
Austria,AUT,Norway,NOR,Total Trade,GTT,119.51242,110.80501,109.52302,111.08206,113.8514,112.27549,117.18295,119.42058,111.57412,106.58509
Austria,AUT,Oman,OMN,Agriculture,AB,514.79561,505.83427,493.34702,480.85977,468.37251,455.88526,443.39801,430.91076,473.83877,423.77257
Austria,AUT,Oman,OMN,Manufacturing,D,260.18272,240.09147,281.00853,273.57222,253.02595,163.42783,266.53018,264.46048,286.40494,398.61289
Austria,AUT,Oman,OMN,Total Trade,GTT,263.95737,243.63338,285.43741,277.84095,256.92799,166.52574,271.78728,267.6922,278.35816,313.02405
Austria,AUT,Pakistan,PAK,Agriculture,AB,463.93455,550.89239,575.78625,595.9569,564.36611,635.80638,707.24665,573.16156,920.97696,684.30361
Austria,AUT,Pakistan,PAK,Manufacturing,D,186.02429,195.17548,197.29574,204.46804,202.67458,207.39746,204.98254,208.96577,203.82155,196.72508
Austria,AUT,Pakistan,PAK,Total Trade,GTT,203.29527,214.67391,216.85779,222.64394,221.2435,226.00477,223.35635,228.04061,222.78106,215.47474
Austria,AUT,Palau,PLW,Agriculture,AB,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Palau,PLW,Manufacturing,D,534.83427,..,..,..,..,..,..,..,..,..
Austria,AUT,Palau,PLW,Total Trade,GTT,470.75493,..,..,..,..,..,..,..,..,..
Austria,AUT,"Palestine, State of",PSE,Agriculture,AB,..,..,..,..,..,..,..,..,..,..
Austria,AUT,"Palestine, State of",PSE,Manufacturing,D,381.87858,383.18821,348.69781,380.34296,363.25117,371.06916,311.55764,330.50137,..,..
Austria,AUT,"Palestine, State of",PSE,Total Trade,GTT,397.11692,364.43796,359.0719,371.04279,356.33659,337.42027,292.80294,332.35523,..,..
Austria,AUT,Panama,PAN,Agriculture,AB,..,..,..,543.27481,..,..,..,..,..,..
Austria,AUT,Panama,PAN,Manufacturing,D,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Panama,PAN,Total Trade,GTT,296.42117,286.50082,276.58048,266.66014,256.73979,246.81945,236.8991,226.97876,..,..
Austria,AUT,Papua New Guinea,PNG,Agriculture,AB,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Papua New Guinea,PNG,Manufacturing,D,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Papua New Guinea,PNG,Total Trade,GTT,371.54011,361.47653,351.41296,554.13588,..,..,..,..,..,..
Austria,AUT,Paraguay,PRY,Agriculture,AB,416.29972,394.69257,373.08543,351.47828,329.87113,308.26398,286.65683,265.04968,243.44253,261.56248
Austria,AUT,Paraguay,PRY,Manufacturing,D,409.38777,368.15048,331.37252,381.81109,335.72225,308.45208,266.39723,348.87053,255.70017,292.36813
Austria,AUT,Paraguay,PRY,Total Trade,GTT,422.90252,383.28234,342.95175,394.10229,350.2499,322.89725,276.34023,355.25371,253.75233,283.24914
Austria,AUT,Peru,PER,Agriculture,AB,543.06533,421.77053,522.23659,625.85843,443.01139,467.96056,492.90974,514.17743,430.44463,383.5314
Austria,AUT,Peru,PER,Manufacturing,D,257.14396,238.44204,231.6645,237.12949,240.46522,237.27278,237.13384,228.0364,250.75323,238.88654
Austria,AUT,Peru,PER,Total Trade,GTT,263.58964,242.1365,235.56845,244.52307,238.26017,241.26921,241.17309,234.5762,255.6112,244.06567
Austria,AUT,Philippines,PHL,Agriculture,AB,425.53953,405.86212,373.62023,367.36393,283.46118,372.43124,354.67635,343.69212,320.44177,394.38578
Austria,AUT,Philippines,PHL,Manufacturing,D,180.34129,173.04003,174.85667,168.95076,164.90346,166.4303,168.73835,179.13853,170.57953,161.47119
Austria,AUT,Philippines,PHL,Total Trade,GTT,187.86486,179.83039,182.0263,176.26731,170.74588,173.89187,175.71244,185.92359,177.66009,168.66835
Austria,AUT,Poland,POL,Agriculture,AB,131.80989,130.89219,135.6037,136.3945,127.43992,130.77059,125.65332,126.29852,132.79101,117.10762
Austria,AUT,Poland,POL,Manufacturing,D,71.435947,63.188568,58.311105,61.372833,57.304925,57.969669,58.150791,58.68742,54.327616,45.22639
Austria,AUT,Poland,POL,Total Trade,GTT,73.421983,65.94121,61.567332,64.062588,60.356351,60.603806,60.185198,60.957925,57.27933,48.452811
Austria,AUT,Portugal,PRT,Agriculture,AB,233.38449,317.71675,347.75683,335.34416,286.30739,295.70583,240.81988,256.38081,266.97192,243.17109
Austria,AUT,Portugal,PRT,Manufacturing,D,117.47208,112.06324,106.08653,105.86187,105.82948,102.88263,106.83765,107.50699,100.49073,86.615857
Austria,AUT,Portugal,PRT,Total Trade,GTT,119.73699,115.45277,110.12875,109.76798,110.01622,107.10285,110.35743,110.96707,104.12483,90.900764
Austria,AUT,Qatar,QAT,Agriculture,AB,..,..,..,..,..,..,413.46773,..,..,..
Austria,AUT,Qatar,QAT,Manufacturing,D,184.09438,189.60616,195.11794,204.34234,213.56675,190.10669,166.64663,325.36844,551.01002,507.10535
Austria,AUT,Qatar,QAT,Total Trade,GTT,186.96031,192.21352,197.46674,206.50219,215.53764,191.82589,168.11413,327.68384,555.15237,511.06504
Austria,AUT,Romania,ROU,Agriculture,AB,144.15772,135.06865,125.78692,127.88471,124.6507,124.42793,123.40356,118.5249,112.46616,108.65243
Austria,AUT,Romania,ROU,Manufacturing,D,84.794,78.810497,77.20171,73.922165,73.805497,73.073721,71.660894,72.911185,70.780305,66.721489
Austria,AUT,Romania,ROU,Total Trade,GTT,87.809177,82.020966,79.91114,76.473103,76.366929,75.271732,73.723006,74.757186,72.731861,68.897579
Austria,AUT,Russian Federation,RUS,Agriculture,AB,182.20664,185.17531,164.78529,179.16612,176.71783,176.82789,169.41451,172.17714,165.67767,193.33874
Austria,AUT,Russian Federation,RUS,Manufacturing,D,128.81697,127.92547,121.15207,119.627,119.02145,115.24546,128.90569,128.73258,127.87713,122.1713
Austria,AUT,Russian Federation,RUS,Total Trade,GTT,131.33227,130.43883,123.12633,122.38589,121.91278,118.29305,131.42089,131.7065,130.64977,125.24814
Austria,AUT,Rwanda,RWA,Agriculture,AB,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Rwanda,RWA,Manufacturing,D,579.09006,700.27607,617.8677,535.45933,515.22711,494.99488,485.21822,244.87604,..,..
Austria,AUT,Rwanda,RWA,Total Trade,GTT,719.61999,871.93238,763.71521,655.49803,624.8004,594.10278,593.84151,314.16646,..,..
Austria,AUT,Samoa,WSM,Agriculture,AB,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Samoa,WSM,Manufacturing,D,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Samoa,WSM,Total Trade,GTT,..,..,..,..,..,..,..,..,..,..
Austria,AUT,San Marino,SMR,Agriculture,AB,466.73833,432.1444,397.55047,362.95654,328.36261,293.76867,..,..,..,..
Austria,AUT,San Marino,SMR,Manufacturing,D,168.69662,154.50673,158.92919,169.0455,167.5287,167.94676,..,..,..,..
Austria,AUT,San Marino,SMR,Total Trade,GTT,169.9432,156.09108,160.74086,170.73673,169.14275,169.48419,..,..,..,..
Austria,AUT,São Tomé and Principe,STP,Agriculture,AB,..,..,..,..,..,..,..,..,..,..
Austria,AUT,São Tomé and Principe,STP,Manufacturing,D,..,..,..,..,..,..,..,..,344.12553,..
Austria,AUT,São Tomé and Principe,STP,Total Trade,GTT,..,..,..,..,..,..,..,..,365.14248,..
Austria,AUT,Saudi Arabia,SAU,Agriculture,AB,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Saudi Arabia,SAU,Manufacturing,D,165.70768,207.98126,237.62204,214.71502,211.43399,177.44728,205.4561,222.37363,204.86989,227.17973
Austria,AUT,Saudi Arabia,SAU,Total Trade,GTT,171.80276,213.38057,243.68349,219.83691,216.44622,181.73673,209.69878,226.84182,208.98562,231.48686
Austria,AUT,Senegal,SEN,Agriculture,AB,..,..,628.67801,728.89761,829.11721,691.19802,553.27884,525.52683,346.36414,398.89954
Austria,AUT,Senegal,SEN,Manufacturing,D,315.52938,435.30912,376.43417,496.77564,293.39032,330.95598,368.52163,303.34254,277.99752,302.31845
Austria,AUT,Senegal,SEN,Total Trade,GTT,333.0569,458.69741,365.39133,339.20985,309.03635,268.94552,290.34262,269.98034,271.87926,288.57437
Austria,AUT,Seychelles,SYC,Agriculture,AB,..,..,..,..,..,..,..,..,..,622.87001
Austria,AUT,Seychelles,SYC,Manufacturing,D,485.84192,428.11502,402.45894,376.80285,351.14676,325.49067,299.83458,..,..,..
Austria,AUT,Seychelles,SYC,Total Trade,GTT,500.16688,444.99337,431.98086,418.96835,405.95584,392.94333,379.93081,..,..,..
Austria,AUT,Sierra Leone,SLE,Agriculture,AB,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Sierra Leone,SLE,Manufacturing,D,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Sierra Leone,SLE,Total Trade,GTT,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Singapore,SGP,Agriculture,AB,387.4164,392.9392,415.96183,390.03506,360.01827,361.35933,342.72223,394.13929,400.28216,406.42503
Austria,AUT,Singapore,SGP,Manufacturing,D,241.25368,226.65096,217.70786,225.71801,220.2854,223.34459,232.21888,230.70294,225.06637,209.49163
Austria,AUT,Singapore,SGP,Total Trade,GTT,242.75607,228.64742,219.98495,227.7148,222.1847,225.18063,233.86964,232.26927,226.93541,211.31784
Austria,AUT,Slovak Republic,SVK,Agriculture,AB,72.503279,70.550014,73.133972,71.111639,71.645125,77.498337,74.465409,75.760857,76.555247,80.300646
Austria,AUT,Slovak Republic,SVK,Manufacturing,D,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Slovak Republic,SVK,Total Trade,GTT,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Slovenia,SVN,Agriculture,AB,78.738832,70.49629,66.474354,62.684821,59.017286,56.484773,54.111906,51.132508,50.437581,53.317871
Austria,AUT,Slovenia,SVN,Manufacturing,D,44.708156,39.152825,36.34275,38.023957,35.941342,34.694921,36.78908,35.939654,30.764269,2.890344
Austria,AUT,Slovenia,SVN,Total Trade,GTT,47.342363,41.432953,39.107649,40.181522,38.036898,36.816648,38.519453,37.534661,32.904489,21.12002
Austria,AUT,Somalia,SOM,Agriculture,AB,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Somalia,SOM,Manufacturing,D,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Somalia,SOM,Total Trade,GTT,..,..,..,..,..,..,..,..,..,..
Austria,AUT,South Africa,ZAF,Agriculture,AB,342.99206,349.02145,362.44807,331.3728,317.99336,304.2188,300.8366,294.00577,354.67865,291.28814
Austria,AUT,South Africa,ZAF,Manufacturing,D,151.3245,147.56474,141.94262,148.35342,144.63645,142.52821,148.44143,147.14982,151.85643,139.36032
Austria,AUT,South Africa,ZAF,Total Trade,GTT,154.28742,151.00688,145.83508,151.90157,148.00036,145.71891,151.63182,150.39593,155.69001,142.13419
Austria,AUT,Spain,ESP,Agriculture,AB,156.49425,155.60609,147.88218,142.03396,130.8415,132.84769,130.3195,127.33944,134.60509,123.13552
Austria,AUT,Spain,ESP,Manufacturing,D,94.669136,86.423847,82.562827,83.872875,81.409472,79.847494,80.074213,79.320954,77.461213,74.320435
Austria,AUT,Spain,ESP,Total Trade,GTT,95.834585,88.292567,84.594883,85.763776,83.308392,81.631732,81.802707,81.083682,79.410239,76.521097
Austria,AUT,Sri Lanka,LKA,Agriculture,AB,429.19053,492.67943,537.50462,466.17417,598.06827,478.57817,359.08807,393.69974,369.05871,..
Austria,AUT,Sri Lanka,LKA,Manufacturing,D,184.56745,191.05764,176.33064,179.54309,178.9511,195.87011,191.83624,194.02044,192.07872,..
Austria,AUT,Sri Lanka,LKA,Total Trade,GTT,197.49725,200.99711,185.1722,188.88128,188.26382,202.01686,197.51027,198.99152,197.97006,..
Austria,AUT,St. Kitts and Nevis,KNA,Agriculture,AB,..,..,..,..,..,..,..,..,..,..
Austria,AUT,St. Kitts and Nevis,KNA,Manufacturing,D,..,..,..,..,..,..,..,..,..,..
Austria,AUT,St. Kitts and Nevis,KNA,Total Trade,GTT,..,..,..,..,..,..,..,..,..,..
Austria,AUT,St. Lucia,LCA,Agriculture,AB,..,..,..,..,..,..,..,..,..,..
Austria,AUT,St. Lucia,LCA,Manufacturing,D,471.8711,451.5391,431.20711,410.87511,390.54311,370.21111,349.87911,329.54711,309.21511,..
Austria,AUT,St. Lucia,LCA,Total Trade,GTT,492.62719,473.84964,455.07209,436.29454,417.51699,398.73944,379.96189,361.18434,342.40679,..
Austria,AUT,St. Vincent and the Grenadines,VCT,Agriculture,AB,..,..,..,..,..,..,..,..,..,..
Austria,AUT,St. Vincent and the Grenadines,VCT,Manufacturing,D,..,..,..,..,..,..,..,..,..,..
Austria,AUT,St. Vincent and the Grenadines,VCT,Total Trade,GTT,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Sudan,SDN,Agriculture,AB,..,..,..,897.78257,..,..,..,..,..,..
Austria,AUT,Sudan,SDN,Manufacturing,D,770.69259,648.26011,525.82762,403.39514,..,..,..,..,..,..
Austria,AUT,Sudan,SDN,Total Trade,GTT,852.1032,718.99405,585.88489,452.77573,..,..,..,..,..,..
Austria,AUT,Suriname,SUR,Agriculture,AB,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Suriname,SUR,Manufacturing,D,330.01327,373.91963,389.12704,404.33444,419.54185,434.74925,..,..,..,..
Austria,AUT,Suriname,SUR,Total Trade,GTT,342.6471,387.57364,402.72227,417.8709,433.01952,448.16815,..,..,..,..
Austria,AUT,Swaziland,SWZ,Agriculture,AB,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Swaziland,SWZ,Manufacturing,D,..,686.82258,732.436,778.04942,823.66285,370.28506,413.60974,343.48991,382.00546,481.37458
Austria,AUT,Swaziland,SWZ,Total Trade,GTT,..,703.45176,1146.3466,1589.2414,844.43386,379.87835,423.45203,351.91385,391.77339,494.01366
Austria,AUT,Sweden,SWE,Agriculture,AB,195.25206,196.90076,200.14661,193.54262,184.17008,184.90982,185.99818,168.26478,188.74856,160.45749
Austria,AUT,Sweden,SWE,Manufacturing,D,88.750886,82.425517,79.842681,83.375614,82.443268,82.477967,84.310949,85.174081,80.390234,75.977507
Austria,AUT,Sweden,SWE,Total Trade,GTT,90.828931,84.900622,82.591518,85.816172,84.689692,84.645528,86.204506,86.904589,82.498359,78.023195
Austria,AUT,Switzerland,CHE,Agriculture,AB,114.57132,117.31692,105.81749,102.99529,103.04214,102.3777,103.62811,104.93636,107.45132,101.80623
Austria,AUT,Switzerland,CHE,Manufacturing,D,59.640861,53.518178,51.90563,46.04335,40.932979,45.211073,45.732617,44.338244,44.045809,42.753818
Austria,AUT,Switzerland,CHE,Total Trade,GTT,60.608079,54.730652,53.213812,47.348296,42.473071,46.492836,46.872496,45.552703,45.333548,44.128752
Austria,AUT,Syrian Arab Republic,SYR,Agriculture,AB,583.15072,444.02623,..,..,..,..,..,..,..,..
Austria,AUT,Syrian Arab Republic,SYR,Manufacturing,D,259.42869,255.25549,..,..,..,..,..,..,..,..
Austria,AUT,Syrian Arab Republic,SYR,Total Trade,GTT,283.22766,258.60202,..,..,..,..,..,..,..,..
Austria,AUT,Tajikistan,TJK,Agriculture,AB,481.80518,504.39394,526.98271,549.57148,572.16024,594.74901,617.33778,639.92654,662.51531,685.10408
Austria,AUT,Tajikistan,TJK,Manufacturing,D,272.87495,275.95426,258.88249,242.74397,250.88595,239.09618,266.4303,273.5961,279.82114,266.83282
Austria,AUT,Tajikistan,TJK,Total Trade,GTT,287.35794,250.61055,252.74542,269.15479,273.23646,267.86897,293.1365,298.17311,305.6399,291.2331
Austria,AUT,Tanzania,TZA,Agriculture,AB,881.20575,882.16811,883.13047,884.09282,885.05518,886.01753,886.97989,887.94225,888.9046,..
Austria,AUT,Tanzania,TZA,Manufacturing,D,342.40334,297.83475,310.8287,338.14918,308.82486,272.61598,283.92708,315.41708,361.48545,..
Austria,AUT,Tanzania,TZA,Total Trade,GTT,373.02293,330.54,339.88785,359.58645,326.97276,301.0248,318.6806,333.54002,308.64161,..
Austria,AUT,Thailand,THA,Agriculture,AB,333.01312,374.89752,365.87166,358.4138,358.82957,367.20506,309.38657,330.82304,350.01308,377.31279
Austria,AUT,Thailand,THA,Manufacturing,D,155.30025,150.32485,141.82721,141.20695,143.43445,142.79911,145.09072,145.6795,144.91712,141.12638
Austria,AUT,Thailand,THA,Total Trade,GTT,160.9382,156.58867,149.17382,148.34573,150.4583,149.48725,150.57275,151.34523,150.62251,147.14656
Austria,AUT,Timor-Leste,TLS,Agriculture,AB,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Timor-Leste,TLS,Manufacturing,D,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Timor-Leste,TLS,Total Trade,GTT,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Togo,TGO,Agriculture,AB,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Togo,TGO,Manufacturing,D,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Togo,TGO,Total Trade,GTT,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Tonga,TON,Agriculture,AB,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Tonga,TON,Manufacturing,D,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Tonga,TON,Total Trade,GTT,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Trinidad and Tobago,TTO,Agriculture,AB,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Trinidad and Tobago,TTO,Manufacturing,D,373.17224,378.38142,383.59059,388.79976,446.15132,296.29623,532.60864,..,..,..
Austria,AUT,Trinidad and Tobago,TTO,Total Trade,GTT,375.9594,381.5965,387.23361,392.87071,457.58629,300.09511,538.5315,..,..,..
Austria,AUT,Tunisia,TUN,Agriculture,AB,346.19237,310.7642,314.92171,310.21166,298.91354,314.25053,311.60803,332.77749,335.30944,..
Austria,AUT,Tunisia,TUN,Manufacturing,D,168.55614,143.32896,134.36256,137.96379,139.35291,138.56959,137.88572,134.56052,133.37685,..
Austria,AUT,Tunisia,TUN,Total Trade,GTT,174.65543,148.97886,140.88771,144.45185,145.59813,145.17781,145.04204,141.40946,141.158,..
Austria,AUT,Turkey,TUR,Agriculture,AB,218.52304,185.08342,149.20639,159.54806,177.5097,168.88722,151.49321,144.73738,138.36525,149.2966
Austria,AUT,Turkey,TUR,Manufacturing,D,115.19002,108.91874,104.93013,107.63475,107.11197,106.88097,106.31656,107.55399,106.19931,102.32904
Austria,AUT,Turkey,TUR,Total Trade,GTT,120.19938,114.57616,109.35135,112.25251,111.24315,110.60657,109.79277,110.59423,108.99696,105.44134
Austria,AUT,Turkmenistan,TKM,Agriculture,AB,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Turkmenistan,TKM,Manufacturing,D,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Turkmenistan,TKM,Total Trade,GTT,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Tuvalu,TUV,Agriculture,AB,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Tuvalu,TUV,Manufacturing,D,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Tuvalu,TUV,Total Trade,GTT,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Uganda,UGA,Agriculture,AB,547.17028,535.49109,577.69419,619.8973,662.10041,704.30352,746.50663,788.70973,830.91284,434.02431
Austria,AUT,Uganda,UGA,Manufacturing,D,426.55429,448.54948,273.57096,275.93655,290.58861,307.03224,321.51979,345.56362,334.64039,309.25464
Austria,AUT,Uganda,UGA,Total Trade,GTT,419.77346,334.48941,302.48556,304.33298,318.62893,338.0699,343.64064,378.34504,350.00281,333.65497
Austria,AUT,Ukraine,UKR,Agriculture,AB,160.75324,161.18561,152.07323,142.08119,122.57445,124.11085,136.63039,133.46846,125.5577,125.27219
Austria,AUT,Ukraine,UKR,Manufacturing,D,113.60241,108.08785,110.00164,113.69627,98.947534,97.81906,101.28292,101.67661,96.121019,91.657995
Austria,AUT,Ukraine,UKR,Total Trade,GTT,117.58006,112.41281,114.63258,117.2996,105.24801,105.01409,109.77914,108.78597,102.14703,98.924886
Austria,AUT,United Arab Emirates,ARE,Agriculture,AB,517.41505,487.15818,456.9013,426.64443,396.38755,366.13068,288.12584,334.42204,373.28556,360.26323
Austria,AUT,United Arab Emirates,ARE,Manufacturing,D,189.28484,174.86366,160.44248,146.0213,141.84884,140.35348,144.203,155.94691,144.30658,141.47992
Austria,AUT,United Arab Emirates,ARE,Total Trade,GTT,193.65772,178.77375,163.88979,149.00583,144.54432,142.98826,147.11161,158.80827,147.40481,145.01206
Austria,AUT,United Kingdom,GBR,Agriculture,AB,216.36106,210.13433,209.79211,193.89862,189.3963,186.69813,179.29649,171.38453,189.04865,180.42342
Austria,AUT,United Kingdom,GBR,Manufacturing,D,91.655071,83.165484,79.392701,84.696864,81.067468,81.157688,81.700004,81.052862,79.662292,75.498901
Austria,AUT,United Kingdom,GBR,Total Trade,GTT,93.157686,84.891287,81.323475,86.458442,82.851048,82.842553,83.19869,82.475784,81.400459,77.290414
Austria,AUT,United States,USA,Agriculture,AB,246.43594,266.22882,263.86245,244.44617,234.94874,249.66309,257.07039,219.69348,204.58711,..
Austria,AUT,United States,USA,Manufacturing,D,114.81031,111.78808,105.82491,107.23161,104.4893,102.57389,101.03788,103.01887,100.14446,..
Austria,AUT,United States,USA,Total Trade,GTT,116.64773,113.97743,108.18757,109.00088,106.28834,104.32295,102.5862,104.27446,101.3588,..
Austria,AUT,Uruguay,URY,Agriculture,AB,402.44587,399.05881,395.67175,440.399,485.12626,529.85352,574.58078,619.30804,664.0353,383.06797
Austria,AUT,Uruguay,URY,Manufacturing,D,353.42186,408.11311,378.07972,334.63598,354.95591,278.75432,309.39465,333.20012,257.96656,321.76875
Austria,AUT,Uruguay,URY,Total Trade,GTT,365.51669,421.68778,303.66747,333.6867,367.59418,287.90031,319.01722,343.30171,264.65875,300.70638
Austria,AUT,Uzbekistan,UZB,Agriculture,AB,242.82752,332.46176,319.01438,245.97576,319.40905,215.77123,239.61312,256.00106,296.23131,267.71468
Austria,AUT,Uzbekistan,UZB,Manufacturing,D,203.24481,214.05425,256.83949,237.90149,244.65225,254.59832,245.78448,268.79939,290.08533,208.12708
Austria,AUT,Uzbekistan,UZB,Total Trade,GTT,215.62471,222.24717,227.18475,236.15546,240.18253,231.35901,240.86692,263.55007,293.64939,223.35825
Austria,AUT,Vanuatu,VUT,Agriculture,AB,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Vanuatu,VUT,Manufacturing,D,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Vanuatu,VUT,Total Trade,GTT,..,..,..,..,..,..,..,..,..,..
Austria,AUT,"Venezuela, RB",VEN,Agriculture,AB,..,..,..,..,..,..,..,..,..,..
Austria,AUT,"Venezuela, RB",VEN,Manufacturing,D,311.52016,355.96839,284.60439,..,..,..,..,..,..,..
Austria,AUT,"Venezuela, RB",VEN,Total Trade,GTT,321.64436,367.80318,293.6348,..,..,..,..,..,..,..
Austria,AUT,Vietnam,VNM,Agriculture,AB,391.90987,500.58261,463.31102,349.8556,326.15902,533.91814,497.23969,688.20799,507.79138,488.25903
Austria,AUT,Vietnam,VNM,Manufacturing,D,143.33455,..,..,..,..,..,..,..,..,..
Austria,AUT,Vietnam,VNM,Total Trade,GTT,158.91189,133.7703,111.49633,98.588122,76.546356,..,..,..,..,..
Austria,AUT,"Virgin Islands, British",VGB,Agriculture,AB,..,..,..,..,..,..,..,..,..,..
Austria,AUT,"Virgin Islands, British",VGB,Manufacturing,D,..,..,..,..,..,..,..,..,..,..
Austria,AUT,"Virgin Islands, British",VGB,Total Trade,GTT,..,..,..,..,..,..,..,..,..,..
Austria,AUT,"Yemen, Rep.",YEM,Agriculture,AB,..,..,541.96234,..,..,..,..,..,..,..
Austria,AUT,"Yemen, Rep.",YEM,Manufacturing,D,467.62235,477.53155,402.72735,327.92314,253.11893,..,..,..,..,..
Austria,AUT,"Yemen, Rep.",YEM,Total Trade,GTT,490.73733,500.04559,306.84144,288.65855,270.47565,458.93765,..,..,..,..
Austria,AUT,Zambia,ZMB,Agriculture,AB,857.22285,..,..,..,..,..,..,..,..,..
Austria,AUT,Zambia,ZMB,Manufacturing,D,345.2805,..,..,..,..,..,..,..,..,..
Austria,AUT,Zambia,ZMB,Total Trade,GTT,383.8094,420.48579,381.66303,439.02028,421.03594,403.0516,385.06727,367.08293,274.35058,..
Austria,AUT,Zimbabwe,ZWE,Agriculture,AB,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Zimbabwe,ZWE,Manufacturing,D,484.5714,500.63694,413.6429,555.74749,554.26401,522.97481,491.68561,449.6648,407.64399,501.17307
Austria,AUT,Zimbabwe,ZWE,Total Trade,GTT,500.9342,524.78147,430.11665,568.84575,566.88703,536.27066,505.65428,465.00454,424.35481,533.12318
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: ESCAP World Bank: International Trade Costs,,,,,,,,,,,,,,,
Last Updated: 07/12/2017,,,,,,,,,,,,,,,
